species,genus,family,species.relative,genus.relative,avail.country.status,avail.country.status.SRgreaterthan1,rgbif.details_scientificName02,rgbif.details_canonicalName,rgbif.details_authorship,rgbif.details_family,rgbif.details_genus,TPL_family,TPL_genus,TPL_status,TPL_names,TPL_names.withAuthors,TPL_tip.label,rgbif.tip.label,class
Trianthema portulacastrum,Trianthema,Aizoaceae,,,yes,yes,Trianthema portulacastrum L.,Trianthema portulacastrum,L.,Aizoaceae,Trianthema,Aizoaceae,Trianthema,Accepted,Trianthema portulacastrum,Trianthema portulacastrum L.,Trianthema_portulacastrum,Trianthema_portulacastrum,Angiosperms
Ziziphus mauritiana,Ziziphus,Rhamnaceae,Ziziphus jujuba,,yes,yes,Ziziphus mauritiana Lam.,Ziziphus mauritiana,Lam.,Rhamnaceae,Ziziphus,Rhamnaceae,Ziziphus,Accepted,Ziziphus jujuba,Ziziphus jujuba Mill.,Ziziphus_jujuba,Ziziphus_mauritiana,Angiosperms
Prosopis glandulosa,Prosopis,Fabaceae,,,no,yes,Prosopis glandulosa Torr.,Prosopis glandulosa,Torr.,Fabaceae,Prosopis,Leguminosae,Prosopis,Accepted,Prosopis glandulosa,Prosopis glandulosa Torr.,Prosopis_glandulosa,Prosopis_glandulosa,Angiosperms
Acacia cyclops,Acacia,Fabaceae,,,yes,yes,Acacia cyclops A.Cunn. ex G.Don,Acacia cyclops,A.Cunn. ex G.Don,Fabaceae,Acacia,Leguminosae,Acacia,Accepted,Acacia cyclops,Acacia cyclops G.Don,Acacia_cyclops,Acacia_cyclops,Angiosperms
Acacia salicina,Acacia,Fabaceae,,,yes,yes,Acacia salicina Lindl.,Acacia salicina,Lindl.,Fabaceae,Acacia,Leguminosae,Acacia,Accepted,Acacia salicina,Acacia salicina Lindl.,Acacia_salicina,Acacia_salicina,Angiosperms
Acacia sclerosperma,Acacia,Fabaceae,,,yes,yes,Acacia sclerosperma F.Muell.,Acacia sclerosperma,F.Muell.,Fabaceae,Acacia,Leguminosae,Acacia,Accepted,Acacia sclerosperma,Acacia sclerosperma F.Muell.,Acacia_sclerosperma,Acacia_sclerosperma,Angiosperms
Acacia victoriae,Acacia,Fabaceae,,,yes,yes,Acacia victoriae Benth.,Acacia victoriae,Benth.,Fabaceae,Acacia,Leguminosae,Acacia,Accepted,Acacia victoriae,Acacia victoriae Benth.,Acacia_victoriae,Acacia_victoriae,Angiosperms
Achyranthes aspera,Achyranthes,Amaranthaceae,,,yes,yes,Achyranthes aspera L.,Achyranthes aspera,L.,Amaranthaceae,Achyranthes,Amaranthaceae,Achyranthes,Accepted,Achyranthes aspera,Achyranthes aspera L.,Achyranthes_aspera,Achyranthes_aspera,Angiosperms
Amaranthus blitoides,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus blitoides S.Watson,Amaranthus blitoides,S.Watson,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus blitoides,Amaranthus blitoides S.Watson,Amaranthus_blitoides,Amaranthus_blitoides,Angiosperms
Amaranthus graecizans,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus graecizans L.,Amaranthus graecizans,L.,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus graecizans,Amaranthus graecizans L.,Amaranthus_graecizans,Amaranthus_graecizans,Angiosperms
Ambrosia confertiflora,Ambrosia,Asteraceae,,,yes,yes,Ambrosia confertiflora DC.,Ambrosia confertiflora,DC.,Asteraceae,Ambrosia,Compositae,Ambrosia,Accepted,Ambrosia confertiflora,Ambrosia confertiflora DC.,Ambrosia_confertiflora,Ambrosia_confertiflora,Angiosperms
Atriplex holocarpa,Atriplex,Amaranthaceae,,,yes,yes,Atriplex holocarpa F.Muell.,Atriplex holocarpa,F.Muell.,Amaranthaceae,Atriplex,Amaranthaceae,Atriplex,Accepted,Atriplex holocarpa,Atriplex holocarpa F.Muell.,Atriplex_holocarpa,Atriplex_holocarpa,Angiosperms
Atriplex semibaccata,Atriplex,Amaranthaceae,,,yes,yes,Atriplex semibaccata R.Br.,Atriplex semibaccata,R.Br.,Amaranthaceae,Atriplex,Amaranthaceae,Atriplex,Accepted,Atriplex semibaccata,Atriplex semibaccata R.Br.,Atriplex_semibaccata,Atriplex_semibaccata,Angiosperms
Atriplex suberecta,Atriplex,Amaranthaceae,,,yes,yes,Atriplex suberecta Verdoorn,Atriplex suberecta,Verdoorn,Amaranthaceae,Atriplex,Amaranthaceae,Atriplex,Accepted,Atriplex suberecta,Atriplex suberecta Verd.,Atriplex_suberecta,Atriplex_suberecta,Angiosperms
Bassia scoparia,Bassia,Amaranthaceae,,,yes,yes,Bassia scoparia (L.) A.J.Scott,Bassia scoparia,(L.) A.J.Scott,Amaranthaceae,Bassia,Amaranthaceae,Bassia,Accepted,Bassia scoparia,Bassia scoparia (L.) A.J.Scott,Bassia_scoparia,Bassia_scoparia,Angiosperms
Carpobrotus acinaciformis,Carpobrotus,Aizoaceae,,,yes,yes,Carpobrotus acinaciformis (L.) L.Bolus,Carpobrotus acinaciformis,(L.) L.Bolus,Aizoaceae,Carpobrotus,Aizoaceae,Carpobrotus,Accepted,Carpobrotus acinaciformis,Carpobrotus acinaciformis (L.) L.Bolus,Carpobrotus_acinaciformis,Carpobrotus_acinaciformis,Angiosperms
Chloris virgata,Chloris,Poaceae,,,yes,yes,Chloris virgata Sw.,Chloris virgata,Sw.,Poaceae,Chloris,Poaceae,Chloris,Accepted,Chloris virgata,Chloris virgata Sw.,Chloris_virgata,Chloris_virgata,Angiosperms
Cyperus alternifolius,Cyperus,Cyperaceae,,,yes,yes,Cyperus alternifolius L.,Cyperus alternifolius,L.,Cyperaceae,Cyperus,Cyperaceae,Cyperus,Accepted,Cyperus alternifolius,Cyperus alternifolius L.,Cyperus_alternifolius,Cyperus_alternifolius,Angiosperms
Cyperus odoratus,Cyperus,Cyperaceae,,,yes,yes,Cyperus odoratus L.,Cyperus odoratus,L.,Cyperaceae,Cyperus,Cyperaceae,Cyperus,Accepted,Cyperus odoratus,Cyperus odoratus L.,Cyperus_odoratus,Cyperus_odoratus,Angiosperms
Ficus benghalensis,Ficus,Moraceae,,,yes,yes,Ficus benghalensis L.,Ficus benghalensis,L.,Moraceae,Ficus,Moraceae,Ficus,Accepted,Ficus benghalensis,Ficus benghalensis L.,Ficus_benghalensis,Ficus_benghalensis,Angiosperms
Ficus religiosa,Ficus,Moraceae,,,yes,yes,Ficus religiosa L.,Ficus religiosa,L.,Moraceae,Ficus,Moraceae,Ficus,Accepted,Ficus religiosa,Ficus religiosa L.,Ficus_religiosa,Ficus_religiosa,Angiosperms
Helianthus annuus,Helianthus,Asteraceae,,,yes,yes,Helianthus annuus L.,Helianthus annuus,L.,Asteraceae,Helianthus,Compositae,Helianthus,Accepted,Helianthus annuus,Helianthus annuus L.,Helianthus_annuus,Helianthus_annuus,Angiosperms
Heterotheca subaxillaris,Heterotheca,Asteraceae,,,yes,yes,Heterotheca subaxillaris (Lam.) Britton & Rusby,Heterotheca subaxillaris,(Lam.) Britton & Rusby,Asteraceae,Heterotheca,Compositae,Heterotheca,Accepted,Heterotheca subaxillaris,Heterotheca subaxillaris (Lam.) Britton & Rusby,Heterotheca_subaxillaris,Heterotheca_subaxillaris,Angiosperms
Melia azedarach,Melia,Meliaceae,,,yes,yes,Melia azedarach L.,Melia azedarach,L.,Meliaceae,Melia,Meliaceae,Melia,Accepted,Melia azedarach,Melia azedarach L.,Melia_azedarach,Melia_azedarach,Angiosperms
Populus alba,Populus,Salicaceae,,,yes,yes,Populus alba L.,Populus alba,L.,Salicaceae,Populus,Salicaceae,Populus,Accepted,Populus alba,Populus alba L.,Populus_alba,Populus_alba,Angiosperms
Schinus terebinthifolia,Schinus,Anacardiaceae,,,yes,yes,Schinus terebinthifolia Raddi,Schinus terebinthifolia,Raddi,Anacardiaceae,Schinus,Anacardiaceae,Schinus,Accepted,Schinus terebinthifolia,Schinus terebinthifolia Raddi,Schinus_terebinthifolia,Schinus_terebinthifolia,Angiosperms
Symphyotrichum subulatum,Symphyotrichum,Asteraceae,Aster subulatus,Aster,yes,yes,Symphyotrichum subulatum (Michx.) G.L.Nesom,Symphyotrichum subulatum,(Michx.) G.L.Nesom,Asteraceae,Symphyotrichum,Compositae,Aster,Accepted,Aster subulatus,Aster subulatus (Michx.) Hort. ex Michx.,Aster_subulatus,Symphyotrichum_subulatum,Angiosperms
Vachellia karroo,Vachellia,Fabaceae,,,yes,yes,Vachellia karroo (Hayne) Banfi & Galasso,Vachellia karroo,(Hayne) Banfi & Galasso,Fabaceae,Vachellia,Leguminosae,Vachellia,Unresolved,Vachellia karroo,Vachellia karroo (Hayne) Banfi & Galasso,Vachellia_karroo,Vachellia_karroo,Angiosperms
Xanthium strumarium,Xanthium,Asteraceae,,,yes,yes,Xanthium strumarium L.,Xanthium strumarium,L.,Asteraceae,Xanthium,Compositae,Xanthium,Accepted,Xanthium strumarium,Xanthium strumarium L.,Xanthium_strumarium,Xanthium_strumarium,Angiosperms
Acacia longifolia,Acacia,Fabaceae,,,yes,yes,Acacia longifolia (Andrews) Willd.,Acacia longifolia,(Andrews) Willd.,Fabaceae,Acacia,Leguminosae,Acacia,Accepted,Acacia longifolia,Acacia longifolia (Andrews) Willd.,Acacia_longifolia,Acacia_longifolia,Angiosperms
Actinidia chinensis,Actinidia,Actinidiaceae,,,yes,yes,Actinidia chinensis Planch.,Actinidia chinensis,Planch.,Actinidiaceae,Actinidia,Actinidiaceae,Actinidia,Accepted,Actinidia chinensis,Actinidia chinensis Planch.,Actinidia_chinensis,Actinidia_chinensis,Angiosperms
Agrostis gigantea,Agrostis,Poaceae,,,yes,yes,Agrostis gigantea Roth,Agrostis gigantea,Roth,Poaceae,Agrostis,Poaceae,Agrostis,Accepted,Agrostis gigantea,Agrostis gigantea Roth,Agrostis_gigantea,Agrostis_gigantea,Angiosperms
Alternanthera sessilis,Alternanthera,Amaranthaceae,,,yes,yes,Alternanthera sessilis (L.) DC.,Alternanthera sessilis,(L.) DC.,Amaranthaceae,Alternanthera,Amaranthaceae,Alternanthera,Accepted,Alternanthera sessilis,Alternanthera sessilis (L.) R.Br. ex DC.,Alternanthera_sessilis,Alternanthera_sessilis,Angiosperms
Andropogon virginicus,Andropogon,Poaceae,,,yes,yes,Andropogon virginicus L.,Andropogon virginicus,L.,Poaceae,Andropogon,Poaceae,Andropogon,Accepted,Andropogon virginicus,Andropogon virginicus L.,Andropogon_virginicus,Andropogon_virginicus,Angiosperms
Anthoxanthum odoratum,Anthoxanthum,Poaceae,,,yes,yes,Anthoxanthum odoratum L.,Anthoxanthum odoratum,L.,Poaceae,Anthoxanthum,Poaceae,Anthoxanthum,Accepted,Anthoxanthum odoratum,Anthoxanthum odoratum L.,Anthoxanthum_odoratum,Anthoxanthum_odoratum,Angiosperms
Arctotheca calendula,Arctotheca,Asteraceae,,,yes,yes,Arctotheca calendula (L.) Levyns,Arctotheca calendula,(L.) Levyns,Asteraceae,Arctotheca,Compositae,Arctotheca,Accepted,Arctotheca calendula,Arctotheca calendula (L.) Levyns,Arctotheca_calendula,Arctotheca_calendula,Angiosperms
Arctotheca prostrata,Arctotheca,Asteraceae,,,yes,yes,Arctotheca prostrata (Salisb.) Britten,Arctotheca prostrata,(Salisb.) Britten,Asteraceae,Arctotheca,Compositae,Arctotheca,Accepted,Arctotheca prostrata,Arctotheca prostrata (Salisb.) Britten,Arctotheca_prostrata,Arctotheca_prostrata,Angiosperms
Artemisia sieversiana,Artemisia,Asteraceae,,,yes,yes,Artemisia sieversiana Ehrh. ex Willd.,Artemisia sieversiana,Ehrh. ex Willd.,Asteraceae,Artemisia,Compositae,Artemisia,Accepted,Artemisia sieversiana,Artemisia sieversiana Ehrh.,Artemisia_sieversiana,Artemisia_sieversiana,Angiosperms
Artocarpus altilis,Artocarpus,Moraceae,,,yes,yes,Artocarpus altilis (Parkinson) Fosberg,Artocarpus altilis,(Parkinson) Fosberg,Moraceae,Artocarpus,Moraceae,Artocarpus,Accepted,Artocarpus altilis,Artocarpus altilis (Parkinson ex F.A.Zorn) Fosberg,Artocarpus_altilis,Artocarpus_altilis,Angiosperms
